"","X","Date","TC","TdC","Hr","TmaxC","TminC","ddd","ffkmh","P0hPa","PseahPa","Precmm","Nt","HKm","InsoD1","Viskm"
"532",53,"2021-03-25 09:00:00",34.2,2.2,13,NA,NA,"ENE",18.5,985.4,1009.7,NA,7,2.5,NA,7
"522",52,"2021-03-25 12:00:00",39.2,4.4,12,NA,NA,"E",18.5,983.9,1008.1,"0.0/6h",7,2.5,NA,5
"512",51,"2021-03-25 15:00:00",40.6,5.6,12,NA,NA,"NNE",11.1,981.2,1005.4,NA,7,2.5,NA,5
"502",50,"2021-03-25 18:00:00",39.2,4.4,12,41.6,NA,"NNW",11.1,981.8,1006.2,"0.0/12h",7,2.5,NA,4
"492",49,"2021-03-25 21:00:00",34.6,7.8,19,NA,NA,"NE",7.4,983.9,1008.2,NA,7,2.5,NA,5
"482",48,"2021-03-26 00:00:00",31.2,8.6,25,NA,NA,"NNW",7.4,983.8,1008,"0.0/6h",7,2.5,NA,4
"472",47,"2021-03-26 03:00:00",29.2,6.8,24,NA,NA,"E",7.4,982.1,1006.3,NA,7,2.5,NA,6
"462",46,"2021-03-26 06:00:00",28.6,3.8,20,NA,27.6,"NNE",18.5,983.7,1008,"0.0/24h",7,2.5,10.4,5
"452",45,"2021-03-26 09:00:00",33.6,2.3,14,NA,NA,"ENE",29.7,985.8,1010.1,NA,7,2.5,NA,4.5
"442",44,"2021-03-26 12:00:00",36.8,8,17,NA,NA,"E",22.2,984.6,1008.9,"0.0/6h",7,2.5,NA,6
"432",43,"2021-03-26 15:00:00",39.8,7.9,15,NA,NA,"CAL",0,981.4,1005.6,NA,7,2.5,NA,8
"422",42,"2021-03-26 18:00:00",38,6,14,40,NA,"E",18.5,982.2,1006.5,"0.0/12h",7,2.5,NA,8
"412",41,"2021-03-26 21:00:00",35,4.8,15,NA,NA,"NNE",14.8,984.8,1009.1,NA,7,2.5,NA,5
"402",40,"2021-03-27 00:00:00",32.6,4.5,17,NA,NA,"NNE",22.2,985.2,1009.5,"0.0/6h",7,2.5,NA,5
"392",39,"2021-03-27 03:00:00",30,5.8,22,NA,NA,"NE",29.7,984.5,1008.7,NA,7,2.5,NA,3
"382",38,"2021-03-27 06:00:00",27.8,6.6,26,NA,27.2,"NE",25.9,986.2,1010.7,"0.0/24h",7,2.5,10,2.5
"372",37,"2021-03-27 09:00:00",29.8,2.7,18,NA,NA,"E",25.9,988.7,1013.2,NA,7,2.5,NA,4
"362",36,"2021-03-27 12:00:00",34.4,-2.4,9,NA,NA,"ENE",29.7,987.2,1011.6,"0.0/6h",7,2.5,NA,4
"352",35,"2021-03-27 15:00:00",36.6,-2.1,9,NA,NA,"E",22.2,983.9,1008.2,NA,7,2.5,NA,4
"342",34,"2021-03-27 18:00:00",35,-2.7,9,37,NA,"E",22.2,984.1,1008.6,"0.0/12h",7,2.5,NA,4
"332",33,"2021-03-27 21:00:00",31,2.8,17,NA,NA,"E",7.4,986.5,1011.2,NA,7,2.5,NA,4
"322",32,"2021-03-28 00:00:00",29,0.8,16,NA,NA,"E",14.8,987.2,1011.8,"0.0/6h",7,2.5,NA,4
"312",31,"2021-03-28 03:00:00",26.5,0.2,18,NA,NA,"E",14.8,986.3,1010.9,NA,7,2.5,NA,4
"302",30,"2021-03-28 06:00:00",25,1.2,21,NA,25,"ENE",18.5,987.2,1011.9,"0.0/24h",7,2.5,8.1,4
"292",29,"2021-03-28 09:00:00",29.2,2,17,NA,NA,"E",29.7,989.6,1014.4,NA,7,2.5,NA,4
"282",28,"2021-03-28 12:00:00",34.2,-3,9,NA,NA,"E",33.4,988,1012.6,"0.0/6h",7,2.5,NA,2.5
"272",27,"2021-03-28 15:00:00",35.2,-3,9,NA,NA,"N",25.9,985.2,1009.8,NA,7,2.5,NA,2
"262",26,"2021-03-28 18:00:00",33,2.4,14,36,NA,"NNE",22.2,985.4,1010.2,"0.0/12h",7,2.5,NA,1.6
"252",25,"2021-03-28 21:00:00",30,5.9,22,NA,NA,"N",11.1,987.3,1012.1,NA,7,2.5,NA,1.6
"247",24,"2021-03-29 00:00:00",NA,6,NA,NA,NA,"NNE",11.1,987.1,1011.7,"0.0/6h",7,2.5,NA,2
"2312",23,"2021-03-29 03:00:00",26.8,-1,16,NA,NA,"NNE",11.1,986.1,1010.7,NA,7,2.5,NA,2
"2213",22,"2021-03-29 06:00:00",25,-1,18,NA,25,"NNE",14.8,986.7,1011.5,"0.0/24h",7,2.5,9.1,2
"2113",21,"2021-03-29 09:00:00",29.6,5,21,NA,NA,"ENE",37.1,988.9,1013.6,NA,7,2.5,NA,1
"2013",20,"2021-03-29 12:00:00",33.5,0,12,NA,NA,"ENE",25.9,987.6,1012.2,"0.0/6h",7,2.5,NA,0.9
"1913",19,"2021-03-29 15:00:00",35.6,1.8,12,NA,NA,"NNE",18.5,984.4,1009,NA,7,2.5,NA,0.8
"1813",18,"2021-03-29 18:00:00",34.2,1.3,12,36,NA,"NE",18.5,984.7,1009.4,"0.0/12h",7,2.5,NA,0.8
"1713",17,"2021-03-29 21:00:00",31.2,2.9,17,NA,NA,"NNE",11.1,986.6,1011.3,NA,7,2.5,NA,0.8
"1613",16,"2021-03-30 00:00:00",29.6,5.6,22,NA,NA,"NE",11.1,986.5,1011.1,"0.0/6h",7,2.5,NA,1
"1513",15,"2021-03-30 03:00:00",27.2,2.2,20,NA,NA,"NNE",7.4,985.6,1010.1,NA,7,2.5,NA,1
"1413",14,"2021-03-30 06:00:00",25.2,3,24,NA,24.2,"NNE",18.5,986.3,1011,"0.0/24h",7,2.5,5,1
"1313",13,"2021-03-30 09:00:00",29.8,4.4,20,NA,NA,"NE",33.4,988,1012.7,NA,7,2.5,NA,1.5
"1213",12,"2021-03-30 12:00:00",34.6,1.5,12,NA,NA,"ENE",25.9,986.9,1011.4,"0.0/6h",7,2.5,NA,1.5
"1113",11,"2021-03-30 15:00:00",36.5,3.6,13,NA,NA,"ENE",11.1,983.6,1008.1,NA,7,2.5,NA,3
"1013",10,"2021-03-30 18:00:00",35.5,2.7,13,37,NA,"ENE",22.2,983.6,1008.2,"0.0/12h",7,2.5,NA,3
"913",9,"2021-03-30 21:00:00",32,0.9,14,NA,NA,"NNE",14.8,985.5,1010.1,NA,7,2.5,NA,2.5
"813",8,"2021-03-31 00:00:00",29.4,4,20,NA,NA,"NNE",11.1,985.6,1010.1,"0.0/6h",7,2.5,NA,3
"713",7,"2021-03-31 03:00:00",27.4,4.7,23,NA,NA,"NE",7.4,985,1009.5,NA,7,2.5,NA,2
"613",6,"2021-03-31 06:00:00",25.5,4.6,26,NA,24.5,"NE",11.1,985.7,1010.3,"0.0/24h",7,2.5,7.2,2
"513",5,"2021-03-31 09:00:00",31,-2.6,11,NA,NA,"E",37.1,987,1011.6,NA,7,2.5,NA,3
"413",4,"2021-03-31 12:00:00",35.6,0.9,11,NA,NA,"E",29.7,985.8,1010.3,"0.0/6h",7,2.5,NA,4
"313",3,"2021-03-31 15:00:00",37,-0.7,9,NA,NA,"E",22.2,984,1007.3,NA,7,2.5,NA,3.5
"248",2,"2021-03-31 18:00:00",35,0.4,11,37.5,NA,"NNE",18.5,983.1,1007.7,"0.0/12h",7,2.5,NA,5
"1103",1,"2021-03-31 21:00:00",30,2.3,17,NA,NA,"E",7.4,985,1009.6,NA,7,2.5,NA,5
"2332",233,"2021-04-01 00:00:00",26.5,2.2,21,NA,NA,"CAL",0,985.2,1009.8,"0.0/6h",7,2.5,NA,5
"2322",232,"2021-04-01 03:00:00",26.5,2.2,21,NA,NA,"CAL",0,985.2,1009.8,"0.0/3h",7,2.5,NA,5
"2313",231,"2021-04-01 06:00:00",23.2,-1,20,NA,23.2,"E",7.4,985.5,1010.3,"0.0/24h",7,2.5,8.8,5
"2302",230,"2021-04-01 09:00:00",32.5,-8,7,NA,NA,"E",25.9,987.3,1011.9,NA,7,2.5,NA,4.5
"2292",229,"2021-04-01 12:00:00",35,-8,6,NA,NA,"NE",29.7,985.9,1010.5,"0.0/6h",7,2.5,NA,4.5
"2282",228,"2021-04-01 15:00:00",38.2,-5,6,NA,NA,"NE",25.9,983.8,1008.3,NA,7,2.5,NA,7
"2272",227,"2021-04-01 18:00:00",36.2,-2,9,38.8,NA,"NE",18.5,984,1008.6,"0.0/12h",7,2.5,NA,8
"2262",226,"2021-04-01 21:00:00",30,2.2,17,NA,NA,"NE",11.1,986,1010.6,NA,7,2.5,NA,8
"2252",225,"2021-04-02 00:00:00",28.5,-0.1,16,NA,NA,"NNE",11.1,985.9,1010.4,"0.0/6h",7,2.5,NA,8
"2242",224,"2021-04-02 03:00:00",25.5,0.3,19,NA,NA,"NE",11.1,985.2,1009.7,NA,4,2.5,NA,10
"2233",223,"2021-04-02 06:00:00",23.5,-0.6,20,NA,23,"NE",11.1,985.9,1010.6,"0.0/24h",5,2.5,10.6,10
"2223",222,"2021-04-02 09:00:00",31,-3.6,10,NA,NA,"E",33.4,988.1,1012.8,NA,5,2.5,NA,8
"2214",221,"2021-04-02 12:00:00",37,-3.6,7,NA,NA,"ENE",25.9,986.7,1011.2,"0.0/6h",5,2.5,NA,8
"2203",220,"2021-04-02 15:00:00",36.8,-1.6,9,NA,NA,"NE",18.5,984.3,1008.7,NA,5,2.5,NA,10
"2193",219,"2021-04-02 18:00:00",36.5,-1.8,9,39,NA,"NNE",14.8,984.2,1008.8,"0.0/12h",5,2.5,NA,8
"2183",218,"2021-04-02 21:00:00",30.6,2.1,16,NA,NA,"ENE",11.1,985.7,1010.3,NA,5,2.5,NA,10
"2173",217,"2021-04-03 00:00:00",27.4,2,19,NA,NA,"N",7.4,985.3,1009.8,"0.0/6h",5,2.5,NA,10
"2163",216,"2021-04-03 03:00:00",25.6,0.2,19,NA,NA,"NNE",14.8,984,1008.5,NA,5,2.5,NA,10
"2153",215,"2021-04-03 06:00:00",25,-2.8,16,NA,24.4,"NNE",14.8,985.6,1010.2,"0.0/24h",5,2.5,11.1,10
"2143",214,"2021-04-03 09:00:00",31.6,0.8,14,NA,NA,"ENE",33.4,988.1,1012.8,NA,5,2.5,NA,6
"2133",213,"2021-04-03 12:00:00",37.2,-3,8,NA,NA,"ENE",25.9,985.8,1010.3,"0.0/6h",5,2.5,NA,8
"2123",212,"2021-04-03 15:00:00",38,0.3,9,NA,NA,"ESE",14.8,982.2,1006.6,NA,5,2.5,NA,10
"2114",211,"2021-04-03 18:00:00",36.5,0.2,10,38.5,NA,"E",11.1,982.5,1007,"0.0/12h",5,2.5,NA,10
"2103",210,"2021-04-03 21:00:00",31,5.2,20,NA,NA,"NNE",11.1,984.7,1009.3,NA,5,2.5,NA,10
"2093",209,"2021-04-04 00:00:00",28.2,1.2,17,NA,NA,"N",3.7,985.3,1009.8,"0.0/6h",5,2.5,NA,10
"2083",208,"2021-04-04 03:00:00",26,4,24,NA,NA,"CAL",0,984.2,1008.6,NA,5,2.5,NA,10
"2073",207,"2021-04-04 06:00:00",25,3.4,25,NA,23.2,"NNE",11.1,985.1,1009.7,"0.0/24h",5,2.5,10.9,8
"2063",206,"2021-04-04 09:00:00",32.5,-4.1,9,NA,NA,"E",22.2,987.1,1011.7,NA,5,2.5,NA,8
"2053",205,"2021-04-04 12:00:00",38.5,0.4,9,NA,NA,"E",18.5,984.7,1009.1,"0.0/6h",5,2.5,NA,10
"2043",204,"2021-04-04 15:00:00",40.2,-2.5,7,NA,NA,"W",11.1,981.6,1005.9,NA,5,2.5,NA,10
"2033",203,"2021-04-04 18:00:00",37.8,-0.1,9,40,NA,"N",11.1,981.9,1006.3,"0.0/12h",5,2.5,NA,7
"2023",202,"2021-04-04 21:00:00",32.5,4,17,NA,NA,"N",3.7,983.7,1008.1,NA,5,2.5,NA,6
"2014",201,"2021-04-05 00:00:00",29.5,3.2,19,NA,NA,"CAL",0,984.1,1008.4,"0.0/6h",5,2.5,NA,6
"2003",200,"2021-04-05 03:00:00",26,1.2,20,NA,NA,"CAL",0,982.7,1007.1,NA,5,2.5,NA,6
"1993",199,"2021-04-05 06:00:00",24,5.3,30,NA,24,"CAL",0,984.1,1008.7,"0.0/24h",5,2.5,10.4,10
"1983",198,"2021-04-05 09:00:00",32,2.6,15,NA,NA,"E",18.5,985.5,1009.9,NA,5,2.5,NA,10
"1973",197,"2021-04-05 12:00:00",39.5,-1.8,7,NA,NA,"E",14.8,984,1008.3,"0.0/6h",5,2.5,NA,7
"1963",196,"2021-04-05 15:00:00",40.4,1,9,NA,NA,"S",7.4,981.3,1005.6,NA,5,2.5,NA,8
"1953",195,"2021-04-05 18:00:00",38.6,2,10,40.8,NA,"NW",3.7,981.6,1006,"0.0/12h",5,2.5,NA,6
"1943",194,"2021-04-05 21:00:00",33.5,6.6,19,NA,NA,"N",7.4,982.9,1007.3,NA,5,2.5,NA,5
"1933",193,"2021-04-06 00:00:00",30.5,6.8,23,NA,NA,"CAL",0,983.3,1007.5,"0.0/6h",5,2.5,NA,6
"1923",192,"2021-04-06 03:00:00",26.8,6.6,28,NA,NA,"CAL",0,981.7,1006,NA,5,2.5,NA,10
"1914",191,"2021-04-06 06:00:00",25.8,3.5,24,NA,25.5,"CAL",0,982.4,1006.8,"0.0/24h",5,2.5,10.6,8
"1903",190,"2021-04-06 09:00:00",35.2,0.6,11,NA,NA,"ENE",11.1,984.2,1008.5,NA,5,2.5,NA,8
"1893",189,"2021-04-06 12:00:00",41.2,-1.2,7,NA,NA,"E",7.4,982.7,1006.8,"0.0/6h",5,0.6,NA,10
"1883",188,"2021-04-06 15:00:00",42.2,1.8,8,NA,NA,"NW",11.1,980.3,1004.5,NA,5,2.5,NA,10
"1873",187,"2021-04-06 18:00:00",39,2.4,10,42.5,NA,"NNW",7.4,980.9,1005.2,"0.0/12h",5,2.5,NA,8
"1863",186,"2021-04-06 21:00:00",33.4,6.2,18,NA,NA,"NNW",3.7,982,1006.2,NA,5,2.5,NA,8
"1853",185,"2021-04-07 00:00:00",30.4,4.6,20,NA,NA,"CAL",0,982.5,1006.6,"0.0/6h",5,2.5,NA,10
"1843",184,"2021-04-07 03:00:00",27.6,7.4,28,NA,NA,"W",3.7,981.3,1005.5,NA,5,2.5,NA,10
"1833",183,"2021-04-07 06:00:00",26.2,3,22,NA,25.8,"W",11.1,982.5,1006.9,"0.0/24h",5,2.5,10.4,6
"1823",182,"2021-04-07 09:00:00",37,0.2,10,NA,NA,"NW",18.5,984.7,1008.9,NA,5,2.5,NA,8
"1814",181,"2021-04-07 12:00:00",42,1.2,8,NA,NA,"NW",7.4,983.6,1007.7,"0.0/6h",5,2.5,NA,10
"1803",180,"2021-04-07 15:00:00",42.8,5.1,10,NA,NA,"NW",11.1,980.9,1005,NA,7,2.5,NA,15
"1793",179,"2021-04-07 18:00:00",40.6,0.7,8,43,NA,"N",11.1,981.3,1005.6,"0.0/12h",5,2.5,NA,10
"1783",178,"2021-04-07 21:00:00",35,4.1,15,NA,NA,"NNE",7.4,983.3,1007.4,NA,5,2.5,NA,8
"1773",177,"2021-04-08 03:00:00",29.2,5.8,23,NA,NA,"CAL",0,981.6,1005.7,NA,5,2.5,NA,10
"1763",176,"2021-04-08 06:00:00",26.2,7.8,31,NA,24,"NNW",7.4,982.9,1007.3,"0.0/24h",5,2.5,10.7,8
"1753",175,"2021-04-08 09:00:00",37,-3.6,7,NA,NA,"NE",11.1,984.8,1009,NA,5,2.5,NA,10
"1743",174,"2021-04-08 12:00:00",42.4,-2.5,6,NA,NA,"NE",22.2,983,1007.1,"0.0/6h",5,2.5,NA,10
"1733",173,"2021-04-08 15:00:00",42.5,-0.8,7,NA,NA,"NE",18.5,980.2,1004.3,NA,5,2.5,NA,10
"1723",172,"2021-04-08 18:00:00",40,1.5,9,43.5,NA,"NE",14.8,980.6,1004.9,"0.0/12h",5,2.5,NA,10
"1714",171,"2021-04-08 21:00:00",34.6,-2.9,9,NA,NA,"NE",11.1,981.9,1006,NA,5,2.5,NA,10
"1703",170,"2021-04-09 00:00:00",31,2.5,16,NA,NA,"NE",7.4,981.9,1006,"0.0/6h",5,2.5,NA,10
"1693",169,"2021-04-09 03:00:00",28.5,-1.6,14,NA,NA,"N",11.1,980.4,1004.5,NA,5,2.5,NA,10
"1683",168,"2021-04-09 06:00:00",26.5,1.8,20,NA,26,"N",7.4,981.2,1005.5,"0.0/24h",5,2.5,9.9,10
"1673",167,"2021-04-09 09:00:00",36.5,-2,9,NA,NA,"NE",18.5,983.3,1007.5,NA,5,2.5,NA,8
"1663",166,"2021-04-09 12:00:00",42,-5,5,NA,NA,"NE",18.5,982,1006.1,"0.0/6h",5,2.5,NA,10
"1653",165,"2021-04-09 15:00:00",43.2,-4,5,NA,NA,"ENE",14.8,979.1,1003.1,NA,5,2.5,NA,10
"1643",164,"2021-04-09 18:00:00",41,3.5,10,43.6,NA,"NW",11.1,979.2,1003.4,"0.0/12h",5,2.5,NA,8
"1633",163,"2021-04-09 21:00:00",35,6.2,17,NA,NA,"NNW",11.1,981.2,1005.7,NA,5,2.5,NA,10
"1623",162,"2021-04-10 00:00:00",30,3,18,NA,NA,"N",3.7,981.3,1005.4,"0.0/6h",5,2.5,NA,10
"1614",161,"2021-04-10 03:00:00",28.2,-0.8,15,NA,NA,"NNW",7.4,979.4,1003.5,NA,5,2.5,NA,10
"1603",160,"2021-04-10 06:00:00",26.4,3.3,22,NA,26.4,"NW",11.1,980.3,1004.6,"0.0/24h",5,2.5,10.9,10
"1593",159,"2021-04-10 09:00:00",33.8,0.2,12,NA,NA,"NNE",11.1,983.1,1007.4,NA,5,2.5,NA,10
"1583",158,"2021-04-10 12:00:00",42,-1.8,7,NA,NA,"NNE",18.5,980.7,1004.8,"0.0/6h",5,2.5,NA,10
"1573",157,"2021-04-10 15:00:00",43.2,0,7,NA,NA,"N",22.2,978.2,1002.3,NA,5,2.5,NA,10
"1563",156,"2021-04-10 18:00:00",41,-1,7,44,NA,"NNE",14.8,978.2,1002.4,"0.0/12h",5,2.5,NA,8
"1553",155,"2021-04-10 21:00:00",34.6,5.3,16,NA,NA,"N",7.4,980,1004.2,NA,5,2.5,NA,10
"1543",154,"2021-04-11 00:00:00",30.8,3.4,18,NA,NA,"NW",11.1,980.3,1004.3,"0.0/6h",5,2.5,NA,10
"1533",153,"2021-04-11 03:00:00",28.6,0.6,16,NA,NA,"NW",14.8,979.2,1003.2,NA,5,2.5,NA,10
"1523",152,"2021-04-11 06:00:00",26.8,3.4,22,NA,26.4,"NNW",11.1,980.9,1005.1,"0.0/24h",5,2.5,10.9,8
"1514",151,"2021-04-11 09:00:00",35.6,0,10,NA,NA,"E",11.1,983.6,1007.8,NA,5,2.5,NA,10
"1503",150,"2021-04-11 12:00:00",41.6,-2,7,NA,NA,"NNE",22.2,981.5,1005.6,"0.0/6h",5,2.5,NA,10
"1493",149,"2021-04-11 15:00:00",43.4,4.9,10,NA,NA,"NE",18.5,979.3,1003.4,NA,5,2.5,NA,15
"1483",148,"2021-04-11 18:00:00",40.6,-0.3,8,43.7,NA,"E",11.1,979.9,1004.1,"0.0/12h",5,2.5,NA,10
"1473",147,"2021-04-11 21:00:00",35.2,2.4,13,NA,NA,"NE",7.4,981.8,1006,NA,5,2.5,NA,10
"1463",146,"2021-04-12 00:00:00",31,0.9,15,NA,NA,"NW",3.7,982.5,1006.6,"0.0/6h",5,2.5,NA,10
"1453",145,"2021-04-12 03:00:00",28.6,2.3,18,NA,NA,"CAL",0,981.8,1005.9,NA,5,2.5,NA,10
"1443",144,"2021-04-12 06:00:00",28.6,2.3,18,NA,24.8,"CAL",0,982.7,1006.9,"0.0/24h",5,2.5,10.8,6
"1433",143,"2021-04-12 09:00:00",33.5,2.4,14,NA,NA,"CAL",0,985.3,1009.6,NA,5,2.5,NA,5
"1423",142,"2021-04-12 12:00:00",29.5,12.2,34,NA,NA,"W",18.5,983.2,1007.4,"0.0/6h",7,2.5,NA,10
"1414",141,"2021-04-12 15:00:00",42.7,12.2,17,NA,NA,"E",14.8,980.6,1004.7,NA,7,2.5,NA,8
"1403",140,"2021-04-12 18:00:00",40.2,12.2,19,42.4,NA,"E",11.1,980.8,1005,"0.0/12h",7,2.5,NA,6
"1393",139,"2021-04-12 21:00:00",37.4,11.9,22,NA,NA,"E",18.5,983.5,1007.7,NA,5,2.5,NA,10
"1383",138,"2021-04-13 00:00:00",34.8,10.5,23,NA,NA,"E",11.1,984,1008.1,"0.0/6h",5,2.5,NA,8
"1373",137,"2021-04-13 03:00:00",32,12,29,NA,NA,"CAL",0,982.5,1006.2,NA,5,2.5,NA,10
"1363",136,"2021-04-13 06:00:00",30.4,14.1,37,NA,30,"CAL",0,984,1008.2,"0.0/24h",7,2.5,8.3,6
"1353",135,"2021-04-13 09:00:00",36.2,14.6,28,NA,NA,"WSW",18.5,985.5,1009.7,NA,7,2.5,NA,4
"1343",134,"2021-04-13 12:00:00",42,-2,6,NA,NA,"E",22.2,984.1,1008.1,"0.0/6h",7,2.5,NA,5
"1333",133,"2021-04-13 15:00:00",43,-4.9,5,NA,NA,"NNE",14.8,981.2,1005.2,NA,7,2.5,NA,6
"1323",132,"2021-04-13 18:00:00",41.2,-1.2,7,44,NA,"NE",14.8,981.1,1005.2,"0.0/12h",7,2.5,NA,6
"1314",131,"2021-04-13 21:00:00",35,-8,6,NA,NA,"NE",14.8,983.5,1007.4,NA,7,2.5,NA,8
"1303",130,"2021-04-14 00:00:00",32,-8,7,NA,NA,"N",7.4,982.5,1006.2,"0.0/6h",7,2.5,NA,8
"1293",129,"2021-04-14 03:00:00",28.4,-1,15,NA,NA,"NE",7.4,982.2,1006,NA,7,2.5,NA,8
"1283",128,"2021-04-14 06:00:00",27.7,7,27,NA,27,"NE",14.8,983.4,1007.7,"0.0/24h",7,2.5,9.8,4.5
"1273",127,"2021-04-14 09:00:00",33.8,7.6,20,NA,NA,"SSW",18.5,984.8,1009.1,NA,7,2.5,NA,8
"1263",126,"2021-04-14 12:00:00",39,14.1,23,NA,NA,"SSE",14.8,983.5,1007.7,"0.0/6h",7,2.5,NA,10
"1253",125,"2021-04-14 15:00:00",42.6,9.4,14,NA,NA,"NE",22.2,980.3,1004.4,NA,7,2.5,NA,10
"1243",124,"2021-04-14 18:00:00",40.6,4.9,11,43,NA,"NE",14.8,980.4,1004.4,"0.0/12h",7,2.5,NA,8
"1233",123,"2021-04-14 21:00:00",36.6,8.2,18,NA,NA,"E",7.4,982.3,1006.5,NA,7,2.5,NA,8
"1223",122,"2021-04-15 00:00:00",32.8,9.2,23,NA,NA,"ESE",7.4,982.8,1006.9,"0.0/6h",7,2.5,NA,10
"1214",121,"2021-04-15 03:00:00",30.8,10.6,29,NA,NA,"SSE",3.7,981.8,1005.9,NA,7,2.5,NA,10
"1203",120,"2021-04-15 06:00:00",30.6,8.1,25,NA,28.6,"SW",11.1,983.2,1007.4,"0.0/24h",7,2.5,10.5,6
"1193",119,"2021-04-15 09:00:00",36,13.5,26,NA,NA,"SSW",22.2,984.5,1008.7,NA,7,2.5,NA,8
"1183",118,"2021-04-15 12:00:00",40.6,9.4,15,NA,NA,"SE",7.4,983.1,1007.2,"0.0/6h",7,1,NA,8
"1173",117,"2021-04-15 15:00:00",41.5,4.5,11,NA,NA,"CAL",0,979.9,1003.9,NA,5,2.5,NA,10
"1163",116,"2021-04-15 18:00:00",40,1.7,9,42.3,NA,"NE",7.4,979.7,1003.8,"0.0/12h",5,2.5,NA,10
"1153",115,"2021-04-15 21:00:00",36,3.5,13,NA,NA,"NNE",7.4,981.4,1005.5,NA,5,2.5,NA,10
"1143",114,"2021-04-16 00:00:00",33.2,5.1,17,NA,NA,"N",3.7,981,1005.1,"0.0/6h",5,2.5,NA,8
"1133",113,"2021-04-16 03:00:00",29.6,7.4,25,NA,NA,"NE",3.7,980.4,1004.5,NA,5,2.5,NA,10
"1123",112,"2021-04-16 06:00:00",28.2,7.9,28,NA,27.5,"CAL",0,980.7,1004.9,"0.0/24h",5,2.5,10.9,6
"1114",111,"2021-04-16 09:00:00",38,2.1,11,NA,NA,"E",14.8,982.2,1006.2,NA,7,2.5,NA,10
"1104",110,"2021-04-16 12:00:00",42,-1.7,7,NA,NA,"SE",18.5,980.7,1004.6,"0.0/6h",7,2.5,NA,10
"1093",109,"2021-04-16 15:00:00",43.2,-2.1,6,NA,NA,"E",14.8,977.7,1001.8,NA,7,2.5,NA,10
"1083",108,"2021-04-16 18:00:00",40.5,1.8,9,43.5,NA,"E",14.8,977.7,1001.8,"0.0/12h",7,2.5,NA,10
"1073",107,"2021-04-16 21:00:00",37,-2.5,8,NA,NA,"E",11.1,979.8,1003.7,NA,5,2.5,NA,10
"1063",106,"2021-04-17 00:00:00",32.6,0.7,13,NA,NA,"SE",7.4,980.2,1004.2,"0.0/6h",5,2.5,NA,10
"1053",105,"2021-04-17 03:00:00",30,3.8,19,NA,NA,"CAL",0,980.1,1004.1,NA,5,2.5,NA,10
"1043",104,"2021-04-17 06:00:00",30.8,15.2,39,NA,29,"S",22.2,980.9,1005,"0.0/24h",7,2.5,10.7,10
"1033",103,"2021-04-17 09:00:00",34,17.1,37,NA,NA,"WSW",29.7,982.8,1007,NA,7,2.5,NA,8
"1023",102,"2021-04-17 12:00:00",38,13.4,23,NA,NA,"WSW",18.5,981.9,1006.1,"0.0/6h",7,2.5,NA,8
"1014",101,"2021-04-17 15:00:00",40,16.2,25,NA,NA,"SW",11.1,979.4,1003.5,NA,7,1,NA,10
"1003",100,"2021-04-17 18:00:00",39.2,15.4,25,40.8,NA,"SSE",3.7,979,1003.1,"0.0/12h",7,1,NA,10
"993",99,"2021-04-17 21:00:00",37.2,15,27,NA,NA,"NE",18.5,981.8,1005.9,NA,7,2.5,NA,8
"983",98,"2021-04-18 00:00:00",33,15.8,36,NA,NA,"SW",11.1,981.6,1005.7,"0.0/6h",7,2.5,NA,8
"973",97,"2021-04-18 03:00:00",29.4,9.4,29,NA,NA,"NE",14.8,981.4,1005.6,NA,7,2.5,NA,10
"963",96,"2021-04-18 06:00:00",30.8,17.6,45,NA,30.8,"S",22.2,982.8,1007,"0.0/24h",7,2.5,9,10
"953",95,"2021-04-18 09:00:00",34.2,18.6,40,NA,NA,"SSW",22.2,983.9,1008.1,NA,7,2.5,NA,10
"943",94,"2021-04-18 12:00:00",39.4,17.4,28,NA,NA,"WSW",22.2,982.3,1006.4,"0.0/6h",7,2.5,NA,10
"933",93,"2021-04-18 15:00:00",41.4,17.1,24,NA,NA,"W",11.1,980.2,1004.2,NA,7,2.5,NA,10
"923",92,"2021-04-18 18:00:00",40,16.6,26,42,NA,"W",3.7,980.4,1004.5,"0.0/12h",6,1,NA,8
"914",91,"2021-04-18 21:00:00",34.4,18,38,NA,NA,"SSE",14.8,982.6,1006.8,NA,7,2.5,NA,8
"903",90,"2021-04-19 00:00:00",32,17.9,43,NA,NA,"SSW",18.5,981.9,1006,"0.0/6h",7,2.5,NA,10
"893",89,"2021-04-19 03:00:00",31.2,19.5,50,NA,NA,"SW",18.5,980.2,1004.2,NA,7,2.5,NA,10
"883",88,"2021-04-19 06:00:00",30.6,19.5,52,NA,30.2,"SW",18.5,982,1006.2,"0.0/24h",7,2.5,8.8,10
"873",87,"2021-04-19 09:00:00",34.4,19.9,43,NA,NA,"SW",14.8,983.5,1007.8,NA,5,2.5,NA,10
"863",86,"2021-04-19 12:00:00",40.6,17.8,27,NA,NA,"SSW",18.5,982,1006.1,"0.0/6h",7,2.5,NA,10
"853",85,"2021-04-19 15:00:00",42,17.5,24,NA,NA,"NE",11.1,979.3,1003.3,NA,7,1,NA,15
"843",84,"2021-04-19 18:00:00",40.6,11.8,18,42.6,NA,"SE",11.1,979.6,1003.7,"0.0/12h",7,2.5,NA,10
