"","X","Date","TC","TdC","Hr","TmaxC","TminC","ddd","ffkmh","P0hPa","PseahPa","Precmm","Nt","HKm","InsoD1","Viskm"
"930",9,"2021-09-29 21:00:00",28.6,22.8,71,NA,NA,"ESE",7.4,986.3,1011,NA,7,1,NA,10
"830",8,"2021-09-30 00:00:00",27.4,22.2,73,NA,NA,"E",22.2,986.3,1010.9,"0.0/6h",7,2.5,NA,10
"730",7,"2021-09-30 03:00:00",27.4,22.2,73,NA,NA,"E",7.4,986.1,1010.7,NA,6,2.5,NA,10
"630",6,"2021-09-30 06:00:00",27.2,24.4,85,NA,25.6,"E",7.4,986.4,1011.1,"0.0/24h",7,2.5,6.8,10
"530",5,"2021-09-30 09:00:00",30,21.2,59,NA,NA,"ESE",18.5,987.7,1012.6,NA,7,1,NA,10
"430",4,"2021-09-30 12:00:00",34,22.1,50,NA,NA,"CAL",0,986,1010.7,"0.0/6h",7,1,NA,10
"330",3,"2021-09-30 15:00:00",35.2,21,44,NA,NA,"ESE",14.8,983.7,1008.2,NA,7,0.6,NA,10
"269",2,"2021-09-30 18:00:00",34.2,20.8,46,36,NA,"SE",11.1,984.1,1008.7,"0.0/12h",7,0.6,NA,10
"1140",1,"2021-09-30 21:00:00",32.5,22.9,57,NA,NA,"S",11.1,986.4,1011.1,NA,7,2.5,NA,10
"2098",209,"2021-10-01 00:00:00",31.2,22.9,61,NA,NA,"S",14.8,986.8,1011.4,"0.0/6h",7,2.5,NA,10
"2088",208,"2021-10-01 03:00:00",29.5,23,68,NA,NA,"SW",18.5,985.6,1010.2,NA,7,2.5,NA,10
"2078",207,"2021-10-01 06:00:00",29,22.7,69,NA,28.5,"W",14.8,985.9,1010.5,"0.0/24h",7,2.5,10,10
"2069",206,"2021-10-01 09:00:00",31.3,23.2,62,NA,NA,"W",11.1,987.3,1011.9,NA,7,2.5,NA,6
"2059",205,"2021-10-01 12:00:00",34,22.2,50,NA,NA,"W",11.1,985.9,1010.4,"0.0/6h",7,2.5,NA,10
"2049",204,"2021-10-01 15:00:00",37,21.5,41,NA,NA,"NNE",7.4,983.5,1007.9,NA,7,1,NA,10
"2039",203,"2021-10-01 18:00:00",35.6,21.9,45,38,NA,"SSE",11.1,983.7,1008.2,"0.0/12h",6,2.5,NA,6
"20210",202,"2021-10-01 21:00:00",32.2,24,62,NA,NA,"SSW",11.1,985.8,1010.4,NA,5,2.5,NA,10
"20113",201,"2021-10-02 00:00:00",30.2,23,65,NA,NA,"SSW",14.8,985.6,1010.1,"0.0/6h",5,2.5,NA,10
"2009",200,"2021-10-02 06:00:00",28,23.4,76,NA,27.5,"WSW",14.8,984.7,1009.2,"0.0/24h",5,2.5,4.8,10
"1999",199,"2021-10-02 09:00:00",32.4,22.7,57,NA,NA,"WSW",14.8,986.7,1011.2,NA,5,2.5,NA,10
"1989",198,"2021-10-02 12:00:00",36.2,22.2,44,NA,NA,"WSW",11.1,984.6,1009,"0.0/6h",6,1,NA,10
"1979",197,"2021-10-02 15:00:00",38,19.7,35,NA,NA,"W",7.4,982,1006.5,NA,7,1,NA,10
"1969",196,"2021-10-02 18:00:00",36.6,18.9,35,38.6,NA,"SW",7.4,981.8,1006.3,"0.0/12h",5,1,NA,10
"1959",195,"2021-10-02 21:00:00",34.6,19.5,41,NA,NA,"SSW",11.1,983.5,1007.8,NA,5,2.5,NA,10
"1949",194,"2021-10-03 00:00:00",31.6,20.5,52,NA,NA,"S",11.1,983.6,1007.8,"0.0/6h",5,2.5,NA,10
"1939",193,"2021-10-03 03:00:00",30.6,20.6,55,NA,NA,"SSW",14.8,983.6,1007.9,NA,5,2.5,NA,10
"19210",192,"2021-10-03 06:00:00",28.5,23.5,74,NA,27.2,"SSW",14.8,984.3,1008.7,"0.0/24h",5,2.5,10.6,10
"19113",191,"2021-10-03 09:00:00",32.5,22.9,57,NA,NA,"SW",14.8,986.2,1010.7,NA,5,2.5,NA,10
"1909",190,"2021-10-03 12:00:00",36.4,21.8,43,NA,NA,"W",14.8,984.2,1008.6,"0.0/6h",7,1,NA,10
"1899",189,"2021-10-03 15:00:00",38,19.9,35,NA,NA,"W",11.1,981.5,1005.7,NA,7,0.6,NA,10
"1889",188,"2021-10-03 18:00:00",36.6,19.1,36,38.5,NA,"SSE",7.4,981.6,1006,"0.0/12h",7,0.6,NA,8
"1879",187,"2021-10-03 21:00:00",33,22.6,54,NA,NA,"S",11.1,984.8,1009.3,NA,5,2.5,NA,10
"1869",186,"2021-10-04 00:00:00",31.2,23.9,65,NA,NA,"S",18.5,984.7,1009.1,"0.0/6h",5,2.5,NA,10
"1859",185,"2021-10-04 03:00:00",29,23.3,71,NA,NA,"S",18.5,983.6,1008,NA,5,2.5,NA,10
"1849",184,"2021-10-04 06:00:00",28.5,23.2,73,NA,28,"S",11.1,984.6,1009.1,"0.0/24h",5,2.5,10.6,10
"1839",183,"2021-10-04 09:00:00",32,23.6,61,NA,NA,"SW",18.5,986.9,1010.6,NA,5,2.5,NA,10
"18210",182,"2021-10-04 12:00:00",35.7,20.7,42,NA,NA,"SSE",11.1,984.8,1009.2,"0.0/6h",6,1,NA,15
"18113",181,"2021-10-04 15:00:00",38,17,29,NA,NA,"ESE",18.5,982.7,1007,NA,6,0.6,NA,12
"1809",180,"2021-10-04 18:00:00",35.8,18.8,37,38.5,NA,"ESE",11.1,983.1,1007.6,"0.0/12h",5,2.5,NA,8
"1799",179,"2021-10-04 21:00:00",33.5,20.3,46,NA,NA,"S",7.4,984.9,1009.3,NA,5,2.5,NA,8
"1789",178,"2021-10-05 00:00:00",31.3,21.2,55,NA,NA,"S",7.4,985.3,1009.7,"0.0/6h",5,2.5,NA,10
"1779",177,"2021-10-05 03:00:00",29.6,22.1,64,NA,NA,"WSW",11.1,984,1008.3,NA,5,2.5,NA,10
"1769",176,"2021-10-05 06:00:00",28.5,20.6,62,NA,28,"NW",7.4,984.6,1009.1,"0.0/24h",5,2.5,11,8
"1759",175,"2021-10-05 09:00:00",33.7,22.9,53,NA,NA,"W",7.4,986.6,1011.1,NA,5,2.5,NA,7
"1749",174,"2021-10-05 12:00:00",38.8,16.8,28,NA,NA,"NNE",22.2,984.9,1009.2,"0.0/6h",5,1,NA,10
"1739",173,"2021-10-05 15:00:00",39.8,15.9,25,NA,NA,"E",11.1,982.4,1006.7,NA,7,1,NA,10
"17210",172,"2021-10-05 18:00:00",37.5,15.5,27,40.5,NA,"E",11.1,982.2,1006.6,"0.0/12h",7,2.5,NA,10
"17113",171,"2021-10-05 21:00:00",34.5,17.6,37,NA,NA,"SE",3.7,985.1,1009.4,NA,5,2.5,NA,10
"1709",170,"2021-10-06 00:00:00",31.6,20.4,51,NA,NA,"S",3.7,984.5,1008.7,"0.0/6h",5,2.5,NA,10
"1699",169,"2021-10-06 03:00:00",30,21.5,60,NA,NA,"SSW",3.7,983.4,1007.6,NA,5,2.5,NA,10
"1689",168,"2021-10-06 06:00:00",29,22,66,NA,28.2,"CAL",0,984.7,1009.1,"0.0/24h",6,2.5,9.7,6
"1679",167,"2021-10-06 09:00:00",33.6,20.6,47,NA,NA,"W",7.4,986.2,1009.6,NA,7,2.5,NA,6
"1669",166,"2021-10-06 12:00:00",38.2,18.2,31,NA,NA,"ENE",11.1,984.6,1008.9,"0.0/6h",5,2.5,NA,8
"1659",165,"2021-10-06 15:00:00",39.6,14.7,23,NA,NA,"E",22.2,981.9,1006.1,NA,5,1,NA,10
"1649",164,"2021-10-06 18:00:00",37.6,16.1,28,40,NA,"E",11.1,982.4,1006.8,"0.0/12h",5,2.5,NA,8
"1639",163,"2021-10-06 21:00:00",33.8,19.9,44,NA,NA,"S",7.4,985.2,1009.6,NA,5,2.5,NA,8
"16210",162,"2021-10-07 00:00:00",31.5,20.4,52,NA,NA,"S",18.5,984.7,1009,"0.0/6h",5,2.5,NA,8
"16113",161,"2021-10-07 03:00:00",29.5,23.7,71,NA,NA,"SW",14.8,983.8,1008.1,NA,5,2.5,NA,10
"1609",160,"2021-10-07 06:00:00",28,24.2,80,NA,28,"SW",14.8,984.9,1009.4,"0.0/24h",7,2.5,10.3,10
"1599",159,"2021-10-07 09:00:00",31.8,24.5,65,NA,NA,"W",7.4,986.3,1010.8,NA,7,2.5,NA,10
"1589",158,"2021-10-07 12:00:00",36.2,22.2,44,NA,NA,"SW",11.1,984.2,1008.5,"0.0/6h",7,1,NA,10
"1579",157,"2021-10-07 15:00:00",39.2,20,33,NA,NA,"NW",11.1,981.7,1005.9,NA,7,0.6,NA,10
"1569",156,"2021-10-07 21:00:00",33.5,19.4,43,NA,NA,"SSE",7.4,983.1,1007.5,NA,5,2.5,NA,8
"1559",155,"2021-10-08 00:00:00",31,20.7,54,NA,NA,"SSE",11.1,983.5,1007.8,"0.0/6h",5,2.5,NA,8
"1549",154,"2021-10-08 03:00:00",29.4,22.8,68,NA,NA,"SSE",3.7,982.6,1006.8,NA,5,2.5,NA,10
"1539",153,"2021-10-08 06:00:00",28.6,22.2,68,NA,28.2,"WSW",7.4,983.3,1007.8,"0.0/24h",7,2.5,10.4,8
"15210",152,"2021-10-08 09:00:00",33,21.4,51,NA,NA,"WSW",14.8,985,1009.5,NA,5,2.5,NA,8
"15113",151,"2021-10-08 12:00:00",37,20.8,39,NA,NA,"SSW",7.4,983.2,1007.6,"0.0/6h",6,1,NA,8
"1509",150,"2021-10-08 15:00:00",36,20.8,41,NA,NA,"CAL",0,981.3,1005.6,NA,7,1,NA,10
"1499",149,"2021-10-08 18:00:00",35,20.4,43,38,NA,"CAL",0,981.1,1005.6,"0.3/12h",6,2.5,NA,6
"1489",148,"2021-10-08 21:00:00",33,20.7,48,NA,NA,"E",7.4,983,1007.4,NA,5,2.5,NA,8
"1479",147,"2021-10-09 03:00:00",30,22.2,63,NA,NA,"SW",7.4,983,1007.4,NA,5,2.5,NA,10
"1469",146,"2021-10-09 06:00:00",29.2,22.6,68,NA,27.6,"SW",11.1,983.9,1008.4,"0.3/24h",5,2.5,6.7,8
"1459",145,"2021-10-09 09:00:00",33,22.2,53,NA,NA,"W",14.8,985.8,1010.3,NA,7,2.5,NA,10
"1449",144,"2021-10-09 12:00:00",37.8,20.4,36,NA,NA,"SW",7.4,983.7,1008.1,"0.0/6h",7,0.6,NA,10
"1439",143,"2021-10-09 15:00:00",38.4,17.7,30,NA,NA,"SE",7.4,981.3,1005.5,NA,7,0.6,NA,10
"14210",142,"2021-10-09 18:00:00",36.6,19.1,36,39.5,NA,"SSE",3.7,981.3,1005.6,"0.0/12h",7,0.6,NA,6
"14113",141,"2021-10-09 21:00:00",34,19.1,41,NA,NA,"S",11.1,984,1008.4,NA,5,2.5,NA,10
"1409",140,"2021-10-10 00:00:00",31.6,21.2,54,NA,NA,"CAL",0,984.6,1008.9,"0.0/6h",5,2.5,NA,10
"1399",139,"2021-10-10 03:00:00",30,22,62,NA,NA,"CAL",0,983.3,1007.7,NA,5,2.5,NA,10
"1389",138,"2021-10-10 06:00:00",28.8,22.4,68,NA,28,"CAL",0,984.2,1008.7,"0.0/24h",7,2.5,8.9,10
"1379",137,"2021-10-10 09:00:00",33,21.4,51,NA,NA,"SW",11.1,985.4,1009.8,NA,7,2.5,NA,8
"1369",136,"2021-10-10 12:00:00",37.3,17.1,30,NA,NA,"S",11.1,984.1,1008.4,"0.0/6h",7,1,NA,10
"1359",135,"2021-10-10 15:00:00",39.2,16.3,26,NA,NA,"ENE",11.1,982.2,1006.5,NA,7,1,NA,10
"1349",134,"2021-10-10 18:00:00",36,17.9,34,39.8,NA,"SE",18.5,983,1007.5,"0.0/12h",7,1,NA,10
"1339",133,"2021-10-10 21:00:00",33,18.9,43,NA,NA,"SE",11.1,985.4,1009.8,NA,7,2.5,NA,8
"13210",132,"2021-10-11 00:00:00",30.6,21.6,59,NA,NA,"SSE",7.4,985.2,1009.5,"0.0/6h",7,2.5,NA,10
"13113",131,"2021-10-11 03:00:00",29.2,21.6,64,NA,NA,"SSW",7.4,984,1008.3,NA,5,2.5,NA,10
"1309",130,"2021-10-11 06:00:00",28,22.5,72,NA,27.5,"WSW",14.8,985.2,1009.7,"0.0/24h",7,2.5,9.5,10
"1299",129,"2021-10-11 15:00:00",39,15.6,25,NA,NA,"NW",7.4,983.3,1007.7,NA,7,0.6,NA,10
"1289",128,"2021-10-11 18:00:00",36.6,14.5,27,39.4,NA,"E",7.4,984,1008.5,"0.0/12h",5,2.5,NA,10
"1279",127,"2021-10-11 21:00:00",34.2,17,36,NA,NA,"WSW",3.7,985.7,1010.2,NA,5,2.5,NA,10
"1269",126,"2021-10-12 00:00:00",32,19.1,46,NA,NA,"SSW",7.4,984.7,1009.1,"0.0/6h",5,2.5,NA,10
"1259",125,"2021-10-12 03:00:00",29.6,21.4,61,NA,NA,"SW",14.8,984.2,1008.6,NA,5,2.5,NA,10
"1249",124,"2021-10-12 06:00:00",28.2,23.6,76,NA,27.2,"W",11.1,985.4,1009.9,"0.0/24h",5,2.5,8.9,10
"1239",123,"2021-10-12 09:00:00",33.1,21.7,51,NA,NA,"W",18.5,986.6,1011.1,NA,5,2.5,NA,10
"12210",122,"2021-10-12 12:00:00",38.5,17,28,NA,NA,"W",11.1,984,1008.3,"0.0/6h",5,2.5,NA,10
"12113",121,"2021-10-12 15:00:00",40,14.4,22,NA,NA,"WSW",11.1,981.3,1005.5,NA,5,1,NA,10
"1209",120,"2021-10-12 18:00:00",38,15.4,26,40.8,NA,"S",3.7,981.9,1006.2,"0.0/12h",5,1,NA,10
"1199",119,"2021-10-12 21:00:00",34.8,17,35,NA,NA,"CAL",0,983.8,1008.2,NA,5,2.5,NA,10
"1189",118,"2021-10-13 00:00:00",33,17.4,39,NA,NA,"CAL",0,983.1,1007.3,"0.0/6h",5,2.5,NA,10
"1179",117,"2021-10-13 03:00:00",30,18.4,50,NA,NA,"SW",11.1,982.8,1007.1,NA,5,2.5,NA,10
"1169",116,"2021-10-13 06:00:00",28.8,19.1,56,NA,27,"W",11.1,983.8,1008.2,"0.0/24h",6,2.5,10.6,10
"1159",115,"2021-10-13 09:00:00",33.8,21,47,NA,NA,"SSW",14.8,984.6,1008.9,NA,5,2.5,NA,8
"1149",114,"2021-10-13 12:00:00",39,15.1,24,NA,NA,"E",11.1,982.7,1006.9,"0.0/6h",5,1,NA,10
"11310",113,"2021-10-13 15:00:00",40.5,13.1,20,NA,NA,"NNE",11.1,980.8,1005,NA,6,1,NA,10
"11211",112,"2021-10-13 18:00:00",38.2,13.8,23,41.6,NA,"NW",7.4,981.1,1005.5,"0.0/12h",5,2.5,NA,8
"11113",111,"2021-10-13 21:00:00",34,17.1,37,NA,NA,"S",11.1,983.1,1007.4,NA,5,2.5,NA,10
"11013",110,"2021-10-14 00:00:00",32,18.4,44,NA,NA,"S",14.8,983,1007.2,"0.0/6h",5,2.5,NA,10
"1099",109,"2021-10-14 03:00:00",29.2,19.6,56,NA,NA,"S",11.1,982.6,1006.8,NA,5,2.5,NA,10
"1089",108,"2021-10-14 06:00:00",28.2,23,73,NA,27.8,"SSW",11.1,984.1,1008.5,"0.0/24h",5,2.5,10.9,8
"1079",107,"2021-10-14 09:00:00",32.6,23.2,58,NA,NA,"SW",18.5,986.2,1010.7,NA,5,2.5,NA,10
"1069",106,"2021-10-14 12:00:00",36.6,21.7,42,NA,NA,"SW",14.8,984,1008.4,"0.0/6h",6,0.6,NA,10
"1059",105,"2021-10-14 15:00:00",38.6,15.4,25,NA,NA,"W",7.4,981.5,1005.8,NA,7,0.6,NA,10
"1049",104,"2021-10-14 18:00:00",37,16,29,39.6,NA,"S",7.4,982,1006.4,"0.0/12h",5,2.5,NA,10
"1039",103,"2021-10-14 21:00:00",34,19.1,41,NA,NA,"SSE",7.4,984.2,1008.6,NA,5,2.5,NA,10
"10210",102,"2021-10-15 03:00:00",30,20.2,56,NA,NA,"SW",7.4,983.2,1007.5,NA,5,2.5,NA,10
"10113",101,"2021-10-15 06:00:00",29,21,62,NA,27.6,"SW",7.4,984.1,1008.6,"0.0/24h",6,2.5,10.6,10
"1009",100,"2021-10-15 09:00:00",32.8,21.5,51,NA,NA,"W",11.1,986.1,1010.6,NA,5,2.5,NA,10
"999",99,"2021-10-15 12:00:00",37.7,19.8,35,NA,NA,"W",11.1,983.9,1008.3,"0.0/6h",5,1,NA,10
"989",98,"2021-10-15 15:00:00",40,15.3,23,NA,NA,"E",14.8,981.5,1005.7,NA,7,1,NA,10
"979",97,"2021-10-15 18:00:00",37,16.5,30,40.6,NA,"E",11.1,982,1006.4,"0.0/12h",7,1,NA,10
"969",96,"2021-10-15 21:00:00",34,16.3,35,NA,NA,"CAL",0,983.7,1008.1,NA,5,2.5,NA,10
"959",95,"2021-10-16 00:00:00",31,17.1,43,NA,NA,"SW",11.1,983.5,1007.8,"0.0/6h",5,2.5,NA,10
"949",94,"2021-10-16 03:00:00",29,16.4,47,NA,NA,"CAL",0,982.6,1006.9,NA,5,2.5,NA,10
"939",93,"2021-10-16 06:00:00",27.3,18.2,58,NA,26.6,"CAL",0,983.8,1008.3,"0.0/24h",7,2.5,9.8,10
"9210",92,"2021-10-16 09:00:00",33.5,19.3,43,NA,NA,"SW",14.8,985.5,1009.8,NA,2,2.5,NA,8
"9113",91,"2021-10-16 12:00:00",38,18.7,32,NA,NA,"WSW",18.5,983,1007.3,"0.0/6h",2,2.5,NA,10
"909",90,"2021-10-16 15:00:00",40,15.4,24,NA,NA,"WNW",3.7,980.7,1005,NA,5,1,NA,10
"899",89,"2021-10-16 18:00:00",38,14,24,40.6,NA,"NNW",3.7,981.1,1005.5,"0.0/12h",5,2.5,NA,6
"889",88,"2021-10-16 21:00:00",33,12.6,29,NA,NA,"E",11.1,983.1,1007.4,NA,5,2.5,NA,10
"879",87,"2021-10-17 00:00:00",30,16.5,44,NA,NA,"CAL",0,982.6,1006.9,NA,6,2.5,NA,10
"869",86,"2021-10-17 06:00:00",26.7,12.7,42,NA,25.5,"ESE",11.1,983.8,1008.2,"0.0/24h",6,2.5,11,8
"859",85,"2021-10-17 09:00:00",32.6,18.7,44,NA,NA,"E",29.7,985.6,1010.1,NA,5,2.5,NA,6
"849",84,"2021-10-17 12:00:00",35.6,18.5,37,NA,NA,"E",22.2,983.6,1008,"0.0/6h",6,1,NA,10
"839",83,"2021-10-17 15:00:00",36,19.5,38,NA,NA,"E",14.8,981.2,1005.7,NA,7,0.6,NA,10
"8210",82,"2021-10-17 18:00:00",34.4,18.9,40,36.6,NA,"E",14.8,982,1006.6,"0.0/12h",7,2.5,NA,10
"8113",81,"2021-10-17 21:00:00",32.6,19.8,47,NA,NA,"E",14.8,984.6,1009.1,NA,7,2.5,NA,10
"809",80,"2021-10-18 03:00:00",29.6,19.7,55,NA,NA,"E",14.8,983.7,1008.1,NA,7,2.5,NA,10
"799",79,"2021-10-18 06:00:00",29,20,58,NA,27.4,"E",11.1,985.1,1009.6,"0.0/24h",7,2.5,9.8,10
"789",78,"2021-10-18 09:00:00",30,22,62,NA,NA,"S",22.2,986.5,1011.2,NA,7,1,NA,10
"779",77,"2021-10-18 12:00:00",33.4,20.3,46,NA,NA,"S",18.5,985,1009.6,"0.0/6h",7,1,NA,10
"769",76,"2021-10-18 15:00:00",28,21.9,69,NA,NA,"SE",11.1,982.8,1007.5,NA,7,1,NA,10
"759",75,"2021-10-18 18:00:00",28.4,25,82,34.2,NA,"N",7.4,983.5,1008.2,"8.0/12h",7,1,NA,10
"749",74,"2021-10-18 21:00:00",28.5,24.3,78,NA,NA,"S",7.4,986,1010.8,NA,7,2.5,NA,10
"739",73,"2021-10-19 00:00:00",28,24.3,80,NA,NA,"CAL",0,986,1010.7,"8.0/6h",5,2.5,NA,10
"7210",72,"2021-10-19 03:00:00",27,23.3,80,NA,NA,"CAL",0,984.4,1009.3,NA,5,2.5,NA,10
"7113",71,"2021-10-19 06:00:00",26.4,23.5,84,NA,26,"CAL",0,985.2,1010.2,"8.0/6h",7,2.5,4.6,10
"709",70,"2021-10-19 12:00:00",34.2,21.6,48,NA,NA,"ESE",11.1,984.8,1009.4,"0.0/6h",7,1,NA,15
"699",69,"2021-10-19 15:00:00",21.4,NA,NA,NA,NA,"SE",7.4,982.6,1007.1,NA,7,1,NA,12
"689",68,"2021-10-19 18:00:00",35,20.4,43,38.6,NA,"SE",7.4,982.6,1007.2,"0.0/12h",6,1,NA,10
"679",67,"2021-10-19 21:00:00",33,22.4,54,NA,NA,"S",3.7,985.2,1009.7,NA,5,2.5,NA,8
"669",66,"2021-10-20 00:00:00",29.4,20.8,60,NA,NA,"SW",18.5,985.6,1010.1,"0.0/6h",6,2.5,NA,10
"659",65,"2021-10-20 03:00:00",27.5,19.5,62,NA,NA,"WSW",22.2,984.5,1009,NA,6,2.5,NA,10
"649",64,"2021-10-20 06:00:00",26.6,21.3,73,NA,26.2,"W",11.1,985.1,1009.7,"0.0/24h",6,2.5,10.8,10
"639",63,"2021-10-20 09:00:00",31.5,20.1,51,NA,NA,"SW",11.1,987.2,1011.8,NA,5,2.5,NA,10
"6210",62,"2021-10-20 15:00:00",38,19.1,33,NA,NA,"CAL",0,982.7,1007.2,NA,5,1,NA,10
"6113",61,"2021-10-20 18:00:00",36.5,19.6,37,38.4,NA,"CAL",0,983,1007.6,"0.0/12h",5,1,NA,10
"609",60,"2021-10-20 21:00:00",34,19.4,42,NA,NA,"S",7.4,985.5,1010,NA,5,2.5,NA,10
"599",59,"2021-10-21 00:00:00",32,20.2,50,NA,NA,"SW",11.1,985.8,1010.1,"0.0/6h",5,2.5,NA,10
"589",58,"2021-10-21 06:00:00",28.6,22.8,71,NA,27.6,"SW",3.7,986.3,1010.9,"0.0/24h",5,2.5,9.6,10
"579",57,"2021-10-21 12:00:00",36.8,20.4,39,NA,NA,"W",14.8,984.1,1008.4,"0.0/6h",7,1,NA,10
"569",56,"2021-10-21 18:00:00",36.6,17.9,33,39,NA,"S",7.4,982.2,1006.6,"0.0/12h",7,2.5,NA,8
"559",55,"2021-10-21 21:00:00",33.4,20.8,48,NA,NA,"S",11.1,984.8,1009.2,NA,5,2.5,NA,10
"549",54,"2021-10-22 00:00:00",31.5,19.6,49,NA,NA,"S",11.1,984.7,1009,"0.0/6h",5,2.5,NA,10
"539",53,"2021-10-22 06:00:00",28.5,20.9,63,NA,28,"SW",11.1,984.8,1009.2,"0.0/24h",6,2.5,10.2,10
"5210",52,"2021-10-22 09:00:00",32.5,22,54,NA,NA,"W",11.1,986.4,1010.9,NA,3,2.5,NA,8
"5113",51,"2021-10-23 00:00:00",32,20.2,50,NA,NA,"SSW",11.1,984.9,1009.2,"0.0/6h",7,2.5,NA,6
"509",50,"2021-10-23 06:00:00",28.2,19.8,60,NA,27.8,"SSE",14.8,986.9,1011.4,"0.0/24h",7,2.5,10,8
"499",49,"2021-10-23 09:00:00",30,20.2,56,NA,NA,"S",18.5,989.2,1013.8,NA,7,2.5,NA,8
"489",48,"2021-10-23 15:00:00",35.5,20.8,42,NA,NA,"S",14.8,985.1,1009.6,NA,7,1,NA,10
"479",47,"2021-10-23 18:00:00",34.4,20.7,45,36,NA,"S",7.4,985,1009.6,"0.0/12h",7,1.5,NA,10
"469",46,"2021-10-23 21:00:00",33.2,21.3,50,NA,NA,"SSW",3.7,987.9,1012.5,NA,7,2.5,NA,8
"459",45,"2021-10-24 00:00:00",30.2,21.4,59,NA,NA,"SSE",7.4,987.9,1012.5,"0.0/6h",7,2.5,NA,10
"449",44,"2021-10-24 06:00:00",27.8,22.3,72,NA,26.6,"SSW",3.7,988,1012.7,"0.0/24h",7,2.5,6.8,8
"439",43,"2021-10-24 09:00:00",28.6,19.9,59,NA,NA,"SSE",18.5,990.3,1015,NA,7,2.5,NA,10
"4210",42,"2021-10-24 12:00:00",32.4,19.9,48,NA,NA,"E",11.1,988.3,1013,"0.0/6h",7,2.5,NA,10
"4113",41,"2021-10-24 21:00:00",32.4,19.2,46,NA,NA,"SW",11.1,987.1,1011.8,NA,7,2.5,NA,10
"409",40,"2021-10-25 03:00:00",30,20.1,55,NA,NA,"W",7.4,985,1009.5,NA,7,2.5,NA,10
"399",39,"2021-10-25 06:00:00",29.4,20.5,59,NA,28,"CAL",0,986.2,1010.8,"0.0/24h",7,2.5,1.6,6
"389",38,"2021-10-25 15:00:00",40.6,9.6,16,NA,NA,"NE",18.5,983.3,1007.5,NA,5,2.5,NA,10
"379",37,"2021-10-25 21:00:00",32.8,10.2,25,NA,NA,"SSE",3.7,985.1,1009.6,NA,5,2.5,NA,8
"369",36,"2021-10-26 00:00:00",29.2,14.2,40,NA,NA,"CAL",0,985.1,1009.4,"0.0/6h",5,2.5,NA,8
"359",35,"2021-10-26 03:00:00",27,17,54,NA,NA,"WSW",3.7,984.7,1009,NA,5,2.5,NA,6
"349",34,"2021-10-26 06:00:00",26,15.6,53,NA,25.4,"SW",7.4,985.6,1010.1,"0.0/24h",5,2.5,7.8,6
"339",33,"2021-10-26 15:00:00",39.8,14,22,NA,NA,"CAL",0,982.8,1007.1,NA,7,2.5,NA,10
"3210",32,"2021-10-26 18:00:00",37,11.2,21,40,NA,"S",11.1,983.7,1008.2,"0.0/12h",6,2.5,NA,6
"3113",31,"2021-10-27 00:00:00",30.6,21.2,57,NA,NA,"S",11.1,985.5,1009.8,"0.0/6h",5,2.5,NA,10
"309",30,"2021-10-27 06:00:00",27.6,22,72,NA,26.5,"S",3.7,985.9,1010.4,"0.0/24h",5,2.5,10.4,6
"299",29,"2021-10-27 09:00:00",31,23,62,NA,NA,"SW",11.1,987.5,1012,NA,5,2.5,NA,10
"289",28,"2021-10-27 12:00:00",36.4,20.3,39,NA,NA,"CAL",0,984.9,1009.3,NA,5,2.5,NA,10
"279",27,"2021-10-27 15:00:00",38.5,14.8,25,NA,NA,"ESE",14.8,982.4,1006.7,NA,6,0.6,NA,10
"2610",26,"2021-10-27 18:00:00",37,14.7,27,39.5,NA,"E",11.1,983,1007.4,"0.0/12h",5,2.5,NA,6
"2512",25,"2021-10-27 21:00:00",33.8,16.9,37,NA,NA,"S",11.1,985,1009.5,NA,5,2.5,NA,10
"2416",24,"2021-10-28 00:00:00",31.4,18.3,46,NA,NA,"S",11.1,985.2,1009.6,"0.0/6h",5,2.5,NA,10
"2326",23,"2021-10-28 03:00:00",29.5,19.8,56,NA,NA,"SW",14.8,984.2,1008.6,NA,5,2.5,NA,10
"2229",22,"2021-10-28 06:00:00",28.4,20.7,63,NA,28,"SW",14.8,985.4,1009.9,"0.0/24h",5,2.5,10.3,10
"2130",21,"2021-10-28 09:00:00",31.5,21.1,54,NA,NA,"SW",18.5,986.6,1011.1,NA,5,2.5,NA,10
"2040",20,"2021-10-28 12:00:00",36.1,19.8,39,NA,NA,"SW",7.4,984.8,1009.2,"0.0/6h",5,2.5,NA,10
"1940",19,"2021-10-28 18:00:00",37,16.5,30,40.8,NA,"E",7.4,983.2,1007.7,"0.0/12h",5,2.5,NA,8
"1840",18,"2021-10-28 21:00:00",33.6,16.6,36,NA,NA,"ESE",7.4,984.8,1009.2,NA,5,2.5,NA,10
"1740",17,"2021-10-29 00:00:00",31,17.8,45,NA,NA,"ESE",11.1,984.6,1009,"0.0/6h",5,2.5,NA,10
"1640",16,"2021-10-29 03:00:00",29.5,19.4,55,NA,NA,"WSW",11.1,983.7,1008,NA,5,2.5,NA,10
"1540",15,"2021-10-29 06:00:00",27.8,20.3,64,NA,27.5,"W",11.1,984.8,1009.2,"0.0/24h",5,2.5,10.5,8
"1440",14,"2021-10-29 15:00:00",39.6,7.6,14,NA,NA,"SSE",7.4,981.1,1005.4,NA,5,2.5,NA,10
"1340",13,"2021-10-29 18:00:00",37,8.8,18,39.8,NA,"E",7.4,982.5,1007,"0.0/12h",5,2.5,NA,10
